,Driver_ID,Gender,MMM-YY,Dateofjoining,City,Age,Education_Level,Income,Joining Designation,Grade,Total Business Value,Quarterly Rating,Churn_User,Current_date
4976,739,1.0,04/01/19,19/06/17,C20,30.0,0.0,108768.0,1.0,3.0,473920.0,2.0,0.0,04/01/19
4977,739,1.0,05/01/19,19/06/17,C20,30.0,0.0,108768.0,1.0,3.0,0.0,2.0,1.0,05/01/19
4978,740,0.0,06/01/20,06/12/20,C3,37.0,1.0,46131.0,1.0,1.0,0.0,1.0,0.0,06/01/20
4979,740,0.0,07/01/20,06/12/20,C3,37.0,1.0,46131.0,1.0,1.0,150820.0,1.0,0.0,07/01/20
4980,740,0.0,08/01/20,06/12/20,C3,37.0,1.0,46131.0,1.0,1.0,0.0,1.0,0.0,08/01/20
4981,740,0.0,09/01/20,06/12/20,C3,37.0,1.0,46131.0,1.0,1.0,406320.0,1.0,0.0,09/01/20
4982,740,0.0,10/01/20,06/12/20,C3,37.0,1.0,46131.0,1.0,1.0,430040.0,2.0,0.0,10/01/20
4983,740,0.0,11/01/20,06/12/20,C3,37.0,1.0,46131.0,1.0,1.0,0.0,2.0,0.0,11/01/20
4984,740,0.0,12/01/20,06/12/20,C3,37.0,1.0,46131.0,1.0,1.0,200460.0,2.0,0.0,12/01/20
4985,742,0.0,09/01/20,09/06/20,C13,33.0,1.0,84637.0,3.0,3.0,0.0,1.0,0.0,09/01/20
4986,742,0.0,10/01/20,09/06/20,C13,33.0,1.0,84637.0,3.0,3.0,0.0,1.0,0.0,10/01/20
4987,742,0.0,11/01/20,09/06/20,C13,34.0,1.0,84637.0,3.0,3.0,0.0,1.0,0.0,11/01/20
4988,742,0.0,12/01/20,09/06/20,C13,34.0,1.0,84637.0,3.0,3.0,0.0,1.0,1.0,12/01/20
4989,743,0.0,01/01/20,01/03/20,C10,36.0,0.0,73273.0,2.0,2.0,0.0,1.0,0.0,01/01/20
4990,743,0.0,02/01/20,01/03/20,C10,36.0,0.0,73273.0,2.0,2.0,0.0,1.0,0.0,02/01/20
4991,743,0.0,03/01/20,01/03/20,C10,36.0,0.0,73273.0,2.0,2.0,0.0,1.0,0.0,03/01/20
4992,743,0.0,04/01/20,01/03/20,C10,36.0,0.0,73273.0,2.0,2.0,0.0,1.0,0.0,04/01/20
4993,743,0.0,05/01/20,01/03/20,C10,36.0,0.0,73273.0,2.0,2.0,0.0,1.0,0.0,05/01/20
4994,744,0.0,01/01/19,21/01/18,C20,26.0,2.0,43322.0,1.0,1.0,1048330.0,2.0,0.0,01/01/19
4995,744,0.0,02/01/19,21/01/18,C20,27.0,2.0,43322.0,1.0,1.0,215330.0,2.0,0.0,02/01/19
4996,744,0.0,03/01/19,21/01/18,C20,27.0,2.0,43322.0,1.0,1.0,-239410.0,2.0,0.0,03/01/19
4997,744,0.0,04/01/19,21/01/18,C20,27.0,2.0,43322.0,1.0,1.0,0.0,2.0,0.0,04/01/19
4998,744,0.0,05/01/19,21/01/18,C20,27.0,2.0,43322.0,1.0,1.0,102730.0,2.0,0.0,05/01/19
4999,744,0.0,06/01/19,21/01/18,C20,27.0,2.0,43322.0,1.0,1.0,246710.0,2.0,0.0,06/01/19
5000,744,0.0,07/01/19,21/01/18,C20,27.0,2.0,43322.0,1.0,1.0,146850.0,1.0,0.0,07/01/19
5001,744,0.0,08/01/19,21/01/18,C20,27.0,2.0,43322.0,1.0,1.0,0.0,1.0,1.0,08/01/19
5002,745,0.0,10/01/19,24/10/19,C11,30.0,2.0,62042.0,2.0,2.0,0.0,1.0,0.0,10/01/19
5003,745,0.0,11/01/19,24/10/19,C11,30.0,2.0,62042.0,2.0,2.0,0.0,1.0,1.0,11/01/19
5004,747,1.0,01/01/19,25/11/16,C17,32.0,1.0,58943.0,1.0,2.0,223160.0,2.0,0.0,01/01/19
5005,747,1.0,02/01/19,25/11/16,C17,32.0,1.0,58943.0,1.0,2.0,1090850.0,2.0,0.0,02/01/19
5006,747,1.0,03/01/19,25/11/16,C17,32.0,1.0,58943.0,1.0,2.0,1147440.0,2.0,0.0,03/01/19
5007,747,1.0,04/01/19,25/11/16,C17,32.0,1.0,58943.0,1.0,2.0,145800.0,3.0,0.0,04/01/19
5008,747,1.0,05/01/19,25/11/16,C17,32.0,1.0,58943.0,1.0,2.0,413450.0,3.0,0.0,05/01/19
5009,747,1.0,06/01/19,25/11/16,C17,32.0,1.0,58943.0,1.0,2.0,345030.0,3.0,0.0,06/01/19
5010,747,1.0,07/01/19,25/11/16,C17,32.0,1.0,58943.0,1.0,2.0,1004090.0,3.0,0.0,07/01/19
5011,747,1.0,08/01/19,25/11/16,C17,32.0,1.0,58943.0,1.0,2.0,566490.0,3.0,0.0,08/01/19
5012,747,1.0,09/01/19,25/11/16,C17,32.0,1.0,58943.0,1.0,2.0,661420.0,3.0,0.0,09/01/19
5013,747,1.0,10/01/19,25/11/16,C17,32.0,1.0,58943.0,1.0,2.0,706700.0,2.0,0.0,10/01/19
5014,747,1.0,11/01/19,25/11/16,C17,32.0,1.0,58943.0,1.0,2.0,272060.0,2.0,0.0,11/01/19
5015,747,1.0,12/01/19,25/11/16,C17,32.0,1.0,58943.0,1.0,2.0,0.0,2.0,1.0,12/01/19
5016,748,1.0,12/01/20,28/11/20,C20,31.0,0.0,50210.0,3.0,3.0,0.0,1.0,0.0,12/01/20
5017,751,0.0,11/01/20,15/11/20,C22,27.0,0.0,105510.0,3.0,3.0,0.0,1.0,0.0,11/01/20
5018,751,0.0,12/01/20,15/11/20,C22,27.0,0.0,105510.0,3.0,3.0,0.0,1.0,0.0,12/01/20
5019,752,0.0,05/01/20,05/03/20,C23,43.0,2.0,56243.0,2.0,2.0,0.0,1.0,0.0,05/01/20
5020,752,0.0,06/01/20,05/03/20,C23,43.0,2.0,56243.0,2.0,2.0,0.0,1.0,0.0,06/01/20
5021,752,0.0,07/01/20,05/03/20,C23,43.0,2.0,56243.0,2.0,2.0,241230.0,2.0,0.0,07/01/20
5022,752,0.0,08/01/20,05/03/20,C23,43.0,2.0,56243.0,2.0,2.0,502810.0,2.0,0.0,08/01/20
5023,752,0.0,09/01/20,05/03/20,C23,43.0,2.0,56243.0,2.0,2.0,0.0,2.0,0.0,09/01/20
5024,752,0.0,10/01/20,05/03/20,C23,43.0,2.0,56243.0,2.0,2.0,572620.0,2.0,0.0,10/01/20
5025,752,0.0,11/01/20,05/03/20,C23,43.0,2.0,56243.0,2.0,2.0,531640.0,2.0,0.0,11/01/20
5026,752,0.0,12/01/20,05/03/20,C23,43.0,2.0,56243.0,2.0,2.0,193040.0,2.0,0.0,12/01/20
5027,753,0.0,01/01/19,16/10/17,C16,33.0,1.0,59656.0,2.0,2.0,677260.0,4.0,0.0,01/01/19
5028,753,0.0,02/01/19,16/10/17,C16,33.0,1.0,59656.0,2.0,2.0,851410.0,4.0,0.0,02/01/19
5029,753,0.0,03/01/19,16/10/17,C16,33.0,1.0,59656.0,2.0,2.0,3056650.0,4.0,0.0,03/01/19
5030,753,0.0,04/01/19,16/10/17,C16,33.0,1.0,59656.0,2.0,2.0,749480.0,4.0,0.0,04/01/19
5031,753,0.0,05/01/19,16/10/17,C16,33.0,1.0,59656.0,2.0,2.0,850000.0,4.0,0.0,05/01/19
5032,753,0.0,06/01/19,16/10/17,C16,33.0,1.0,59656.0,2.0,2.0,1028750.0,4.0,0.0,06/01/19
5033,753,0.0,07/01/19,16/10/17,C16,34.0,1.0,59656.0,2.0,2.0,662280.0,3.0,0.0,07/01/19
5034,753,0.0,08/01/19,16/10/17,C16,34.0,1.0,59656.0,2.0,2.0,678120.0,3.0,0.0,08/01/19
5035,753,0.0,09/01/19,16/10/17,C16,34.0,1.0,59656.0,2.0,2.0,730200.0,3.0,0.0,09/01/19
5036,753,0.0,10/01/19,16/10/17,C16,34.0,1.0,59656.0,2.0,2.0,866200.0,3.0,0.0,10/01/19
5037,753,0.0,11/01/19,16/10/17,C16,34.0,1.0,59656.0,2.0,2.0,929800.0,3.0,0.0,11/01/19
5038,753,0.0,12/01/19,16/10/17,C16,34.0,1.0,59656.0,2.0,2.0,300000.0,3.0,0.0,12/01/19
5039,753,0.0,01/01/20,16/10/17,C16,34.0,1.0,59656.0,2.0,2.0,1459950.0,2.0,0.0,01/01/20
5040,753,0.0,02/01/20,16/10/17,C16,34.0,1.0,59656.0,2.0,2.0,588860.0,2.0,0.0,02/01/20
5041,753,0.0,03/01/20,16/10/17,C16,34.0,1.0,59656.0,2.0,2.0,1023290.0,2.0,0.0,03/01/20
5042,753,0.0,04/01/20,16/10/17,C16,34.0,1.0,59656.0,2.0,2.0,470000.0,3.0,0.0,04/01/20
5043,753,0.0,05/01/20,16/10/17,C16,34.0,1.0,59656.0,2.0,2.0,346500.0,3.0,0.0,05/01/20
5044,753,0.0,06/01/20,16/10/17,C16,34.0,1.0,59656.0,2.0,2.0,994800.0,3.0,0.0,06/01/20
5045,753,0.0,07/01/20,16/10/17,C16,35.0,1.0,59656.0,2.0,2.0,1517760.0,3.0,0.0,07/01/20
5046,753,0.0,08/01/20,16/10/17,C16,35.0,1.0,59656.0,2.0,2.0,300000.0,3.0,0.0,08/01/20
5047,753,0.0,09/01/20,16/10/17,C16,35.0,1.0,59656.0,2.0,2.0,877540.0,3.0,0.0,09/01/20
5048,753,0.0,10/01/20,16/10/17,C16,35.0,1.0,59656.0,2.0,2.0,1418540.0,4.0,0.0,10/01/20
5049,753,0.0,11/01/20,16/10/17,C16,35.0,1.0,59656.0,2.0,2.0,0.0,4.0,0.0,11/01/20
5050,753,0.0,12/01/20,16/10/17,C16,35.0,1.0,59656.0,2.0,2.0,3064600.0,4.0,0.0,12/01/20
5051,754,0.0,10/01/20,18/10/20,C29,29.0,0.0,44820.0,2.0,2.0,0.0,1.0,0.0,10/01/20
5052,754,0.0,11/01/20,18/10/20,C29,29.0,0.0,44820.0,2.0,2.0,0.0,1.0,0.0,11/01/20
5053,754,0.0,12/01/20,18/10/20,C29,29.0,0.0,44820.0,2.0,2.0,0.0,1.0,0.0,12/01/20
5054,755,0.0,01/01/20,30/12/19,C8,36.0,1.0,25894.0,3.0,3.0,0.0,1.0,0.0,01/01/20
5055,755,0.0,02/01/20,30/12/19,C8,36.0,1.0,25894.0,3.0,3.0,0.0,1.0,0.0,02/01/20
5056,756,1.0,05/01/19,26/05/19,C4,29.0,1.0,57476.0,3.0,3.0,0.0,1.0,0.0,05/01/19
5057,756,1.0,06/01/19,26/05/19,C4,29.0,1.0,57476.0,3.0,3.0,0.0,1.0,0.0,06/01/19
5058,756,1.0,07/01/19,26/05/19,C4,29.0,1.0,57476.0,3.0,3.0,0.0,1.0,0.0,07/01/19
5059,756,1.0,08/01/19,26/05/19,C4,29.0,1.0,57476.0,3.0,3.0,180050.0,1.0,0.0,08/01/19
5060,756,1.0,09/01/19,26/05/19,C4,29.0,1.0,57476.0,3.0,3.0,308360.0,1.0,1.0,09/01/19
5061,757,0.0,01/01/19,07/11/17,C27,34.0,0.0,63181.0,1.0,3.0,1615000.0,2.0,0.0,01/01/19
5062,757,0.0,02/01/19,07/11/17,C27,34.0,0.0,63181.0,1.0,3.0,2064350.0,2.0,0.0,02/01/19
5063,757,0.0,03/01/19,07/11/17,C27,35.0,0.0,63181.0,1.0,3.0,250000.0,2.0,0.0,03/01/19
5064,757,0.0,04/01/19,07/11/17,C27,35.0,0.0,63181.0,1.0,3.0,0.0,1.0,0.0,04/01/19
5065,757,0.0,05/01/19,07/11/17,C27,35.0,0.0,63181.0,1.0,3.0,291020.0,1.0,0.0,05/01/19
5066,757,0.0,06/01/19,07/11/17,C27,35.0,0.0,63181.0,1.0,3.0,0.0,1.0,0.0,06/01/19
5067,757,0.0,07/01/19,07/11/17,C27,35.0,0.0,63181.0,1.0,3.0,0.0,1.0,0.0,07/01/19
5068,757,0.0,08/01/19,07/11/17,C27,35.0,0.0,63181.0,1.0,3.0,0.0,1.0,0.0,08/01/19
5069,757,0.0,09/01/19,07/11/17,C27,35.0,0.0,63181.0,1.0,3.0,0.0,1.0,1.0,09/01/19
5070,758,0.0,09/01/19,31/08/19,C15,33.0,1.0,54288.0,2.0,2.0,0.0,1.0,0.0,09/01/19
5071,758,0.0,10/01/19,31/08/19,C15,33.0,1.0,54288.0,2.0,2.0,0.0,2.0,0.0,10/01/19
5072,758,0.0,11/01/19,31/08/19,C15,33.0,1.0,54288.0,2.0,2.0,0.0,2.0,0.0,11/01/19
5073,758,0.0,12/01/19,31/08/19,C15,33.0,1.0,54288.0,2.0,2.0,729840.0,2.0,0.0,12/01/19
5074,758,0.0,01/01/20,31/08/19,C15,33.0,1.0,54288.0,2.0,2.0,121560.0,2.0,0.0,01/01/20
5075,758,0.0,02/01/20,31/08/19,C15,33.0,1.0,54288.0,2.0,2.0,1133530.0,2.0,0.0,02/01/20
5076,758,0.0,03/01/20,31/08/19,C15,33.0,1.0,54288.0,2.0,2.0,959340.0,2.0,0.0,03/01/20
5077,758,0.0,04/01/20,31/08/19,C15,33.0,1.0,54288.0,2.0,2.0,166960.0,2.0,0.0,04/01/20
5078,758,0.0,05/01/20,31/08/19,C15,33.0,1.0,54288.0,2.0,2.0,156320.0,2.0,0.0,05/01/20
5079,758,0.0,06/01/20,31/08/19,C15,33.0,1.0,54288.0,2.0,2.0,323600.0,2.0,0.0,06/01/20
5080,758,0.0,07/01/20,31/08/19,C15,34.0,1.0,54288.0,2.0,2.0,130120.0,1.0,0.0,07/01/20
5081,758,0.0,08/01/20,31/08/19,C15,34.0,1.0,54288.0,2.0,2.0,0.0,1.0,1.0,08/01/20
5082,759,0.0,12/01/19,12/08/19,C26,41.0,1.0,87182.0,3.0,3.0,0.0,1.0,0.0,12/01/19
5083,759,0.0,01/01/20,12/08/19,C26,41.0,1.0,87182.0,3.0,3.0,0.0,1.0,0.0,01/01/20
5084,759,0.0,02/01/20,12/08/19,C26,42.0,1.0,87182.0,3.0,3.0,0.0,1.0,0.0,02/01/20
5085,759,0.0,03/01/20,12/08/19,C26,42.0,1.0,87182.0,3.0,3.0,0.0,1.0,0.0,03/01/20
5086,759,0.0,04/01/20,12/08/19,C26,42.0,1.0,87182.0,3.0,3.0,0.0,1.0,1.0,04/01/20
5087,761,0.0,06/01/20,06/12/20,C10,23.0,2.0,69449.0,2.0,2.0,0.0,1.0,0.0,06/01/20
5088,761,0.0,07/01/20,06/12/20,C10,23.0,2.0,69449.0,2.0,2.0,0.0,1.0,1.0,07/01/20
5089,762,0.0,01/01/19,26/04/16,C27,33.0,2.0,35024.0,1.0,2.0,378370.0,2.0,0.0,01/01/19
5090,762,0.0,02/01/19,26/04/16,C27,34.0,2.0,35024.0,1.0,2.0,333550.0,2.0,0.0,02/01/19
5091,762,0.0,03/01/19,26/04/16,C27,34.0,2.0,35024.0,1.0,2.0,1023550.0,2.0,0.0,03/01/19
5092,762,0.0,04/01/19,26/04/16,C27,34.0,2.0,35024.0,1.0,2.0,121250.0,1.0,0.0,04/01/19
5093,762,0.0,05/01/19,26/04/16,C27,34.0,2.0,35024.0,1.0,2.0,120490.0,1.0,0.0,05/01/19
5094,762,0.0,06/01/19,26/04/16,C27,34.0,2.0,35024.0,1.0,2.0,101890.0,1.0,0.0,06/01/19
5095,762,0.0,07/01/19,26/04/16,C27,34.0,2.0,35024.0,1.0,2.0,331420.0,2.0,0.0,07/01/19
5096,762,0.0,08/01/19,26/04/16,C27,34.0,2.0,35024.0,1.0,2.0,401090.0,2.0,0.0,08/01/19
5097,762,0.0,09/01/19,26/04/16,C27,34.0,2.0,35024.0,1.0,2.0,521540.0,2.0,0.0,09/01/19
5098,762,0.0,10/01/19,26/04/16,C27,34.0,2.0,35024.0,1.0,2.0,322770.0,2.0,0.0,10/01/19
5099,762,0.0,11/01/19,26/04/16,C27,34.0,2.0,35024.0,1.0,2.0,402350.0,2.0,0.0,11/01/19
5100,762,0.0,12/01/19,26/04/16,C27,34.0,2.0,35024.0,1.0,2.0,254480.0,2.0,0.0,12/01/19
5101,762,0.0,01/01/20,26/04/16,C27,34.0,2.0,35024.0,1.0,2.0,304750.0,1.0,0.0,01/01/20
5102,762,0.0,02/01/20,26/04/16,C27,35.0,2.0,35024.0,1.0,2.0,550290.0,1.0,0.0,02/01/20
5103,762,0.0,03/01/20,26/04/16,C27,35.0,2.0,35024.0,1.0,2.0,300380.0,1.0,0.0,03/01/20
5104,762,0.0,04/01/20,26/04/16,C27,35.0,2.0,35024.0,1.0,2.0,448610.0,2.0,0.0,04/01/20
5105,762,0.0,05/01/20,26/04/16,C27,35.0,2.0,35024.0,1.0,2.0,121930.0,2.0,0.0,05/01/20
5106,762,0.0,06/01/20,26/04/16,C27,35.0,2.0,35024.0,1.0,2.0,185510.0,2.0,0.0,06/01/20
5107,762,0.0,07/01/20,26/04/16,C27,35.0,2.0,35024.0,1.0,2.0,306750.0,3.0,0.0,07/01/20
5108,762,0.0,08/01/20,26/04/16,C27,35.0,2.0,35024.0,1.0,2.0,503950.0,3.0,0.0,08/01/20
5109,762,0.0,09/01/20,26/04/16,C27,35.0,2.0,35024.0,1.0,2.0,904500.0,3.0,0.0,09/01/20
5110,762,0.0,10/01/20,26/04/16,C27,35.0,2.0,35024.0,1.0,2.0,53300.0,2.0,0.0,10/01/20
5111,762,0.0,11/01/20,26/04/16,C27,35.0,2.0,35024.0,1.0,2.0,510970.0,2.0,0.0,11/01/20
5112,762,0.0,12/01/20,26/04/16,C27,35.0,2.0,35024.0,1.0,2.0,358540.0,2.0,0.0,12/01/20
5113,763,0.0,11/01/20,21/11/20,C5,32.0,2.0,22913.0,1.0,1.0,0.0,1.0,0.0,11/01/20
5114,763,0.0,12/01/20,21/11/20,C5,32.0,2.0,22913.0,1.0,1.0,0.0,1.0,0.0,12/01/20
5115,764,1.0,01/01/19,30/11/18,C26,37.0,1.0,18285.0,1.0,1.0,386590.0,1.0,0.0,01/01/19
5116,764,1.0,02/01/19,30/11/18,C26,37.0,1.0,18285.0,1.0,1.0,0.0,1.0,0.0,02/01/19
5117,764,1.0,03/01/19,30/11/18,C26,37.0,1.0,18285.0,1.0,1.0,0.0,1.0,1.0,03/01/19
5118,765,1.0,01/01/19,28/11/16,C8,45.0,1.0,123216.0,1.0,4.0,746450.0,4.0,0.0,01/01/19
5119,765,1.0,02/01/19,28/11/16,C8,45.0,1.0,123216.0,1.0,4.0,1414740.0,4.0,0.0,02/01/19
5120,765,1.0,03/01/19,28/11/16,C8,45.0,1.0,123216.0,1.0,4.0,12941160.0,4.0,0.0,03/01/19
5121,765,1.0,04/01/19,28/11/16,C8,45.0,1.0,123216.0,1.0,4.0,200000.0,2.0,0.0,04/01/19
5122,765,1.0,05/01/19,28/11/16,C8,45.0,1.0,123216.0,1.0,4.0,750000.0,2.0,0.0,05/01/19
5123,765,1.0,06/01/19,28/11/16,C8,45.0,1.0,123216.0,1.0,4.0,650440.0,2.0,0.0,06/01/19
5124,765,1.0,07/01/19,28/11/16,C8,45.0,1.0,123216.0,1.0,4.0,400620.0,2.0,0.0,07/01/19
5125,765,1.0,08/01/19,28/11/16,C8,45.0,1.0,123216.0,1.0,4.0,0.0,2.0,0.0,08/01/19
5126,765,1.0,09/01/19,28/11/16,C8,45.0,1.0,123216.0,1.0,4.0,1087000.0,2.0,0.0,09/01/19
5127,765,1.0,10/01/19,28/11/16,C8,45.0,1.0,123216.0,1.0,4.0,997110.0,3.0,0.0,10/01/19
5128,765,1.0,11/01/19,28/11/16,C8,45.0,1.0,123216.0,1.0,4.0,429170.0,3.0,0.0,11/01/19
5129,765,1.0,12/01/19,28/11/16,C8,46.0,1.0,123216.0,1.0,4.0,2173330.0,3.0,0.0,12/01/19
5130,765,1.0,01/01/20,28/11/16,C8,46.0,1.0,123216.0,1.0,4.0,0.0,2.0,0.0,01/01/20
5131,765,1.0,02/01/20,28/11/16,C8,46.0,1.0,123216.0,1.0,4.0,819100.0,2.0,0.0,02/01/20
5132,765,1.0,03/01/20,28/11/16,C8,46.0,1.0,123216.0,1.0,4.0,4041500.0,2.0,0.0,03/01/20
5133,765,1.0,04/01/20,28/11/16,C8,46.0,1.0,123216.0,1.0,4.0,200000.0,2.0,0.0,04/01/20
5134,765,1.0,05/01/20,28/11/16,C8,46.0,1.0,123216.0,1.0,4.0,194040.0,2.0,0.0,05/01/20
5135,765,1.0,06/01/20,28/11/16,C8,46.0,1.0,123216.0,1.0,4.0,2053160.0,2.0,0.0,06/01/20
5136,765,1.0,07/01/20,28/11/16,C8,46.0,1.0,123216.0,1.0,4.0,465310.0,2.0,0.0,07/01/20
5137,765,1.0,08/01/20,28/11/16,C8,46.0,1.0,123216.0,1.0,4.0,1150120.0,2.0,0.0,08/01/20
5138,765,1.0,09/01/20,28/11/16,C8,46.0,1.0,123216.0,1.0,4.0,338580.0,2.0,0.0,09/01/20
5139,765,1.0,10/01/20,28/11/16,C8,46.0,1.0,123216.0,1.0,4.0,900940.0,2.0,0.0,10/01/20
5140,765,1.0,11/01/20,28/11/16,C8,46.0,1.0,123216.0,1.0,4.0,392810.0,2.0,0.0,11/01/20
5141,765,1.0,12/01/20,28/11/16,C8,47.0,1.0,123216.0,1.0,4.0,1661550.0,2.0,0.0,12/01/20
5142,766,1.0,08/01/19,29/07/19,C8,30.0,1.0,28308.0,1.0,1.0,0.0,2.0,0.0,08/01/19
5143,766,1.0,09/01/19,29/07/19,C8,30.0,1.0,28308.0,1.0,1.0,250000.0,2.0,0.0,09/01/19
5144,766,1.0,10/01/19,29/07/19,C8,30.0,1.0,28308.0,1.0,1.0,300000.0,2.0,0.0,10/01/19
5145,766,1.0,11/01/19,29/07/19,C8,30.0,1.0,28308.0,1.0,1.0,150220.0,2.0,0.0,11/01/19
5146,766,1.0,12/01/19,29/07/19,C8,30.0,1.0,28308.0,1.0,1.0,240120.0,2.0,0.0,12/01/19
5147,766,1.0,01/01/20,29/07/19,C8,30.0,1.0,28308.0,1.0,1.0,0.0,2.0,0.0,01/01/20
5148,766,1.0,02/01/20,29/07/19,C8,30.0,1.0,28308.0,1.0,1.0,0.0,2.0,0.0,02/01/20
5149,766,1.0,03/01/20,29/07/19,C8,30.0,1.0,28308.0,1.0,1.0,2155050.0,2.0,0.0,03/01/20
5150,766,1.0,04/01/20,29/07/19,C8,30.0,1.0,28308.0,1.0,1.0,710000.0,3.0,0.0,04/01/20
5151,766,1.0,05/01/20,29/07/19,C8,30.0,1.0,28308.0,1.0,1.0,0.0,3.0,0.0,05/01/20
5152,766,1.0,06/01/20,29/07/19,C8,31.0,1.0,28308.0,1.0,1.0,483090.0,3.0,0.0,06/01/20
5153,766,1.0,07/01/20,29/07/19,C8,31.0,1.0,28308.0,1.0,1.0,1139520.0,3.0,0.0,07/01/20
5154,766,1.0,08/01/20,29/07/19,C8,31.0,1.0,28308.0,1.0,1.0,258000.0,3.0,0.0,08/01/20
5155,766,1.0,09/01/20,29/07/19,C8,31.0,1.0,28308.0,1.0,1.0,668280.0,3.0,0.0,09/01/20
5156,766,1.0,10/01/20,29/07/19,C8,31.0,1.0,28308.0,1.0,1.0,585000.0,3.0,0.0,10/01/20
5157,766,1.0,11/01/20,29/07/19,C8,31.0,1.0,28308.0,1.0,1.0,1462240.0,3.0,0.0,11/01/20
5158,766,1.0,12/01/20,29/07/19,C8,31.0,1.0,28308.0,1.0,1.0,197280.0,3.0,0.0,12/01/20
5159,767,1.0,01/01/19,23/05/17,C2,39.0,0.0,85693.0,1.0,3.0,1036370.0,1.0,0.0,01/01/19
5160,767,1.0,02/01/19,23/05/17,C2,39.0,0.0,85693.0,1.0,3.0,250000.0,1.0,0.0,02/01/19
5161,767,1.0,03/01/19,23/05/17,C2,39.0,0.0,85693.0,1.0,3.0,890520.0,1.0,0.0,03/01/19
5162,767,1.0,04/01/19,23/05/17,C2,39.0,0.0,85693.0,1.0,3.0,145500.0,2.0,0.0,04/01/19
5163,767,1.0,05/01/19,23/05/17,C2,39.0,0.0,85693.0,1.0,3.0,391060.0,2.0,0.0,05/01/19
5164,767,1.0,06/01/19,23/05/17,C2,39.0,0.0,85693.0,1.0,3.0,216430.0,2.0,0.0,06/01/19
5165,767,1.0,07/01/19,23/05/17,C2,39.0,0.0,85693.0,1.0,3.0,150100.0,1.0,0.0,07/01/19
5166,767,1.0,08/01/19,23/05/17,C2,39.0,0.0,85693.0,1.0,3.0,349900.0,1.0,0.0,08/01/19
5167,767,1.0,09/01/19,23/05/17,C2,39.0,0.0,85693.0,1.0,3.0,200310.0,1.0,0.0,09/01/19
5168,767,1.0,10/01/19,23/05/17,C2,39.0,0.0,85693.0,1.0,3.0,250000.0,1.0,0.0,10/01/19
5169,767,1.0,11/01/19,23/05/17,C2,39.0,0.0,85693.0,1.0,3.0,0.0,1.0,1.0,11/01/19
5170,768,1.0,04/01/20,25/04/20,C26,23.0,1.0,87853.0,1.0,1.0,0.0,3.0,0.0,04/01/20
5171,768,1.0,05/01/20,25/04/20,C26,23.0,1.0,87853.0,1.0,1.0,0.0,3.0,0.0,05/01/20
5172,768,1.0,06/01/20,25/04/20,C26,23.0,1.0,87853.0,1.0,1.0,1663040.0,3.0,0.0,06/01/20
5173,768,1.0,07/01/20,25/04/20,C26,23.0,1.0,87853.0,1.0,1.0,4402980.0,4.0,0.0,07/01/20
5174,768,1.0,08/01/20,25/04/20,C26,23.0,1.0,87853.0,1.0,1.0,772960.0,4.0,0.0,08/01/20
5175,768,1.0,09/01/20,25/04/20,C26,24.0,1.0,87853.0,1.0,1.0,1057370.0,4.0,0.0,09/01/20
5176,768,1.0,10/01/20,25/04/20,C26,24.0,1.0,87853.0,1.0,1.0,0.0,2.0,0.0,10/01/20
5177,768,1.0,11/01/20,25/04/20,C26,24.0,1.0,87853.0,1.0,1.0,400000.0,2.0,0.0,11/01/20
5178,768,1.0,12/01/20,25/04/20,C26,24.0,1.0,87853.0,1.0,1.0,299100.0,2.0,1.0,12/01/20
5179,769,0.0,11/01/20,11/01/20,C11,36.0,1.0,107149.0,3.0,3.0,0.0,1.0,0.0,11/01/20
5180,769,0.0,12/01/20,11/01/20,C11,36.0,1.0,107149.0,3.0,3.0,0.0,1.0,0.0,12/01/20
5181,770,0.0,07/01/19,07/05/19,C26,25.0,0.0,18544.0,2.0,2.0,0.0,1.0,0.0,07/01/19
5182,770,0.0,08/01/19,07/05/19,C26,25.0,0.0,18544.0,2.0,2.0,0.0,1.0,0.0,08/01/19
5183,770,0.0,09/01/19,07/05/19,C26,25.0,0.0,18544.0,2.0,2.0,0.0,1.0,0.0,09/01/19
5184,770,0.0,10/01/19,07/05/19,C26,25.0,0.0,18544.0,2.0,2.0,960420.0,3.0,0.0,10/01/19
5185,770,0.0,11/01/19,07/05/19,C26,25.0,0.0,18544.0,2.0,2.0,489610.0,3.0,0.0,11/01/19
5186,770,0.0,12/01/19,07/05/19,C26,26.0,0.0,18544.0,2.0,2.0,300280.0,3.0,0.0,12/01/19
5187,770,0.0,01/01/20,07/05/19,C26,26.0,0.0,18544.0,2.0,2.0,0.0,1.0,0.0,01/01/20
5188,771,0.0,07/01/20,07/11/20,C5,36.0,1.0,45071.0,2.0,2.0,0.0,1.0,0.0,07/01/20
5189,771,0.0,08/01/20,07/11/20,C5,36.0,1.0,45071.0,2.0,2.0,0.0,1.0,1.0,08/01/20
5190,772,0.0,07/01/19,07/08/19,C29,29.0,2.0,75986.0,3.0,3.0,0.0,1.0,0.0,07/01/19
5191,772,0.0,08/01/19,07/08/19,C29,29.0,2.0,75986.0,3.0,3.0,0.0,1.0,0.0,08/01/19
5192,772,0.0,09/01/19,07/08/19,C29,29.0,2.0,75986.0,3.0,3.0,0.0,1.0,0.0,09/01/19
5193,772,0.0,10/01/19,07/08/19,C29,29.0,2.0,75986.0,3.0,3.0,101750.0,3.0,0.0,10/01/19
