,Driver_ID,Gender,City,Education_Level,Joining Designation,Current_date,Total_Months_Worked,Max_Grade,Income_Total,Age_Max,Total_Business_Value,Quarterly_Rating_Mean,Churn_User
255,306,1.0,C4,0.0,2.0,12/01/20,1,2.0,53025.0,31.0,0.0,1.0,0.0
256,307,0.0,C26,0.0,2.0,12/01/19,22,4.0,1786183.0,39.0,56839380.0,3.727272727272727,1.0
257,308,0.0,C5,2.0,2.0,12/01/20,24,5.0,4522032.0,32.0,58024490.0,2.625,0.0
258,309,1.0,C5,1.0,3.0,12/01/20,1,3.0,77597.0,30.0,0.0,1.0,0.0
259,310,1.0,C3,2.0,1.0,12/01/20,1,1.0,58439.0,27.0,0.0,1.0,0.0
260,312,0.0,C16,0.0,2.0,09/01/20,7,2.0,182329.0,34.0,0.0,1.0,1.0
261,313,1.0,C15,0.0,3.0,09/01/20,6,3.0,579618.0,31.0,150050.0,1.0,1.0
262,315,1.0,C9,2.0,3.0,10/01/20,2,3.0,100562.0,29.0,0.0,1.0,1.0
263,316,0.0,C12,2.0,1.0,02/01/19,2,1.0,85184.0,47.0,250000.0,1.0,1.0
264,317,0.0,C5,1.0,2.0,12/01/19,15,2.0,899040.0,35.0,5195840.0,1.8,1.0
265,318,1.0,C3,1.0,1.0,12/01/19,4,1.0,151560.0,33.0,0.0,1.0,1.0
266,319,0.0,C27,2.0,3.0,03/01/20,3,3.0,155457.0,30.0,0.0,1.0,1.0
267,320,1.0,C20,0.0,1.0,12/01/20,24,2.0,1401390.0,28.0,30153680.0,4.0,0.0
268,321,1.0,C25,1.0,1.0,12/01/19,6,1.0,179214.0,27.0,242500.0,1.0,1.0
269,322,1.0,C6,0.0,2.0,11/01/19,6,2.0,343470.0,41.0,400000.0,1.0,1.0
270,323,1.0,C29,2.0,2.0,12/01/20,12,2.0,774696.0,30.0,3159800.0,1.5,0.0
271,324,0.0,C26,1.0,3.0,12/01/20,6,3.0,414960.0,31.0,4600000.0,3.0,0.0
272,325,0.0,C15,2.0,1.0,08/01/19,8,1.0,405912.0,39.0,109020.0,1.0,1.0
273,326,0.0,C28,2.0,2.0,07/01/20,4,2.0,277816.0,24.0,194000.0,1.0,1.0
274,327,0.0,C3,1.0,1.0,04/01/19,4,1.0,106632.0,38.0,841620.0,1.75,1.0
275,328,1.0,C28,1.0,3.0,08/01/19,8,3.0,438528.0,35.0,200000.0,1.0,1.0
276,329,1.0,C11,1.0,1.0,12/01/20,24,3.0,3210048.0,44.0,14717150.0,2.125,0.0
277,330,1.0,C15,1.0,1.0,02/01/19,2,1.0,71388.0,39.0,0.0,1.0,1.0
278,331,0.0,C25,2.0,3.0,12/01/20,4,3.0,284616.0,35.0,0.0,1.0,0.0
279,332,0.0,C24,2.0,1.0,03/01/19,2,1.0,102304.0,29.0,134360.0,1.0,1.0
280,333,1.0,C6,1.0,1.0,05/01/19,5,1.0,228980.0,44.0,1296960.0,1.6,1.0
281,334,1.0,C9,0.0,2.0,05/01/19,5,2.0,294060.0,29.0,323290.0,1.0,1.0
282,335,1.0,C11,2.0,3.0,12/01/20,2,3.0,189370.0,41.0,0.0,1.0,0.0
283,336,0.0,C10,2.0,2.0,12/01/19,20,4.0,2815380.0,47.0,9577580.0,1.3,1.0
284,337,1.0,C8,2.0,2.0,03/01/19,3,2.0,186405.0,45.0,0.0,1.0,1.0
285,339,0.0,C17,1.0,3.0,12/01/19,12,3.0,671244.0,32.0,1827320.0,1.25,1.0
286,340,0.0,C16,0.0,1.0,03/01/19,3,1.0,99981.0,36.0,544560.0,1.0,1.0
287,341,0.0,C11,1.0,2.0,12/01/20,13,2.0,644696.0,40.0,3946480.0,1.9230769230769231,0.0
288,342,0.0,C18,2.0,3.0,12/01/19,13,3.0,1080092.0,45.0,11082000.0,2.3846153846153846,1.0
289,343,0.0,C4,1.0,1.0,05/01/20,5,1.0,132815.0,24.0,150440.0,1.0,1.0
290,344,0.0,C2,1.0,3.0,03/01/20,2,3.0,111876.0,28.0,0.0,1.0,1.0
291,345,1.0,C27,1.0,2.0,12/01/20,5,2.0,176420.0,35.0,834890.0,1.6,0.0
292,346,1.0,C2,1.0,3.0,12/01/19,5,3.0,460790.0,31.0,1072230.0,1.0,1.0
293,347,1.0,C15,0.0,2.0,02/01/19,2,3.0,114088.0,36.0,0.0,1.0,1.0
294,348,1.0,C13,1.0,2.0,12/01/20,4,2.0,285304.0,28.0,0.0,1.0,0.0
295,349,0.0,C26,2.0,2.0,10/01/19,6,2.0,337902.0,33.0,116400.0,1.0,1.0
296,350,0.0,C10,2.0,2.0,02/01/19,2,2.0,110882.0,33.0,0.0,1.0,1.0
297,351,0.0,C9,1.0,2.0,12/01/20,13,2.0,657917.0,31.0,8254930.0,2.1538461538461537,0.0
298,352,0.0,C24,0.0,1.0,07/01/19,6,1.0,237384.0,44.0,632080.0,1.0,1.0
299,353,1.0,C18,2.0,1.0,12/01/19,23,1.0,762082.0,31.0,13594350.0,2.8260869565217392,1.0
300,354,1.0,C11,0.0,1.0,03/01/19,2,1.0,121110.0,31.0,0.0,1.0,1.0
301,355,0.0,C22,2.0,3.0,08/01/19,8,3.0,1087032.0,34.0,3163760.0,1.375,1.0
302,357,0.0,C2,0.0,4.0,12/01/20,10,4.0,1276160.0,35.0,13191530.0,2.1,0.0
303,358,1.0,C26,2.0,3.0,12/01/20,14,3.0,1649620.0,40.0,5175130.0,1.8571428571428572,0.0
304,359,0.0,C4,2.0,2.0,12/01/20,19,4.0,2041987.0,37.0,35460020.0,2.4210526315789473,0.0
305,360,1.0,C20,1.0,2.0,02/01/19,2,2.0,116694.0,39.0,313450.0,1.0,1.0
306,361,0.0,C21,0.0,1.0,03/01/19,3,1.0,41229.0,33.0,333120.0,1.0,1.0
307,362,1.0,C20,2.0,2.0,12/01/20,8,2.0,412872.0,38.0,3912140.0,2.5,0.0
308,363,0.0,C21,2.0,2.0,12/01/19,10,2.0,676500.0,30.0,1670310.0,1.0,1.0
309,364,0.0,C13,2.0,1.0,07/01/20,5,1.0,178635.0,27.0,456170.0,1.6,1.0
310,365,1.0,C22,0.0,2.0,05/01/20,3,2.0,134220.0,24.0,0.0,1.0,1.0
311,366,0.0,C15,2.0,2.0,12/01/20,2,2.0,89260.0,29.0,0.0,1.0,0.0
312,368,0.0,C23,1.0,1.0,12/01/20,24,2.0,1136832.0,45.0,30869270.0,3.75,0.0
313,369,0.0,C20,0.0,1.0,12/01/20,4,1.0,112744.0,32.0,0.0,1.0,1.0
314,371,1.0,C20,1.0,1.0,12/01/20,24,1.0,1178712.0,48.0,12205880.0,2.875,0.0
315,372,1.0,C26,0.0,2.0,12/01/19,6,2.0,493554.0,33.0,196560.0,1.0,1.0
316,373,1.0,C23,2.0,1.0,12/01/19,8,1.0,308552.0,30.0,4526790.0,2.125,1.0
317,375,0.0,C27,0.0,3.0,12/01/20,9,3.0,989928.0,36.0,3526230.0,2.0,0.0
318,376,0.0,C5,2.0,2.0,12/01/20,5,2.0,443575.0,38.0,2250980.0,2.2,0.0
319,377,0.0,C5,0.0,1.0,12/01/20,24,3.0,2911968.0,35.0,19017290.0,2.5,0.0
320,378,0.0,C9,2.0,3.0,12/01/20,1,3.0,35057.0,33.0,0.0,1.0,0.0
321,379,0.0,C13,2.0,1.0,10/01/19,10,1.0,291060.0,31.0,3315120.0,1.9,1.0
322,382,0.0,C18,0.0,1.0,12/01/20,3,1.0,38814.0,28.0,0.0,1.0,0.0
323,383,1.0,C17,0.0,1.0,12/01/19,15,1.0,659535.0,41.0,5040480.0,2.0,0.0
324,384,1.0,C27,1.0,2.0,09/01/19,9,2.0,471276.0,26.0,2271730.0,1.6666666666666667,1.0
325,385,1.0,C28,2.0,3.0,12/01/20,3,3.0,231468.0,35.0,1131560.0,2.0,0.0
326,386,1.0,C18,1.0,2.0,09/01/19,9,4.0,1233738.0,45.0,5875810.0,1.6666666666666667,1.0
327,387,1.0,C22,2.0,1.0,03/01/19,3,1.0,135735.0,29.0,265760.0,1.0,1.0
328,388,0.0,C15,1.0,2.0,12/01/20,13,2.0,566943.0,34.0,3023960.0,1.4615384615384615,0.0
329,389,1.0,C15,2.0,2.0,10/01/19,6,2.0,275538.0,30.0,400000.0,1.0,1.0
330,390,1.0,C22,2.0,1.0,02/01/19,2,1.0,140856.0,32.0,0.0,1.0,1.0
331,391,0.0,C22,1.0,1.0,12/01/20,24,3.0,3210792.0,37.0,17483970.0,2.5,0.0
332,392,1.0,C20,1.0,3.0,04/01/20,3,3.0,254550.0,35.0,0.0,1.0,1.0
333,394,1.0,C20,2.0,2.0,12/01/20,24,4.0,2345328.0,34.0,27458220.0,2.125,0.0
334,397,0.0,C12,2.0,2.0,12/01/19,8,2.0,585552.0,28.0,1231540.0,1.375,1.0
335,398,0.0,C5,2.0,2.0,12/01/20,1,2.0,63280.0,30.0,0.0,1.0,0.0
336,399,0.0,C5,2.0,1.0,04/01/19,4,1.0,162416.0,31.0,920230.0,1.75,1.0
337,400,0.0,C19,0.0,2.0,12/01/20,15,2.0,985935.0,35.0,9748190.0,2.8,0.0
338,401,1.0,C23,0.0,2.0,05/01/19,5,2.0,380345.0,38.0,921350.0,1.0,1.0
339,402,0.0,C24,2.0,1.0,12/01/20,24,3.0,2190696.0,46.0,26927680.0,3.125,0.0
340,403,0.0,C15,2.0,2.0,12/01/20,3,2.0,72147.0,29.0,0.0,1.0,0.0
341,404,0.0,C1,0.0,2.0,09/01/19,9,2.0,373977.0,36.0,3328970.0,2.0,1.0
342,405,0.0,C14,2.0,1.0,12/01/19,12,1.0,300336.0,34.0,3506580.0,1.75,1.0
343,406,0.0,C12,2.0,1.0,06/01/19,4,1.0,154500.0,43.0,0.0,1.0,1.0
344,407,1.0,C13,1.0,1.0,12/01/20,23,2.0,1338761.0,41.0,15863230.0,2.9565217391304346,0.0
345,409,0.0,C1,0.0,2.0,12/01/20,6,2.0,199920.0,29.0,253660.0,1.0,0.0
346,410,0.0,C24,1.0,2.0,04/01/19,4,2.0,228900.0,39.0,609830.0,1.0,1.0
347,411,1.0,C1,1.0,1.0,03/01/19,3,1.0,157716.0,28.0,184650.0,1.0,1.0
348,412,0.0,C16,2.0,2.0,12/01/20,2,2.0,112486.0,29.0,0.0,1.0,0.0
349,414,1.0,C25,0.0,2.0,12/01/19,20,3.0,1943060.0,33.0,10732480.0,1.85,1.0
350,415,1.0,C13,0.0,2.0,12/01/20,4,2.0,246300.0,36.0,1754320.0,2.5,0.0
351,416,1.0,C27,0.0,3.0,12/01/19,6,3.0,555354.0,35.0,0.0,1.0,1.0
352,417,1.0,C23,1.0,2.0,12/01/20,2,2.0,84054.0,28.0,0.0,1.0,0.0
353,418,0.0,C15,1.0,1.0,12/01/19,12,2.0,888612.0,31.0,3702370.0,1.75,1.0
354,419,0.0,C13,2.0,1.0,02/01/19,2,1.0,76780.0,26.0,0.0,1.0,1.0
355,420,0.0,C18,2.0,3.0,12/01/20,3,3.0,241467.0,39.0,607260.0,1.0,0.0
356,421,0.0,C4,2.0,1.0,10/01/19,10,2.0,931130.0,41.0,4292240.0,2.2,1.0
357,422,0.0,C27,1.0,2.0,12/01/20,24,3.0,1890096.0,34.333333333333336,26975690.0,3.0,0.0
358,423,0.0,C20,0.0,1.0,06/01/19,6,1.0,258498.0,36.0,1628780.0,1.5,1.0
359,424,0.0,C17,0.0,2.0,10/01/19,10,2.0,746840.0,40.0,2652520.0,1.6,1.0
360,425,0.0,C22,1.0,1.0,12/01/20,24,3.0,742104.0,47.0,15036790.0,2.125,0.0
361,426,0.0,C24,2.0,2.0,08/01/19,8,2.0,520424.0,34.0,705550.0,1.375,1.0
362,427,0.0,C10,1.0,3.0,12/01/20,3,3.0,264540.0,33.0,1465000.0,2.0,0.0
363,429,0.0,C8,0.0,2.0,07/01/19,2,4.0,241542.0,37.0,0.0,1.0,1.0
364,430,0.0,C28,0.0,1.0,04/01/19,4,1.0,57956.0,32.0,210000.0,1.0,1.0
365,431,1.0,C18,0.0,3.0,12/01/20,8,3.0,403656.0,39.0,5715360.0,2.875,0.0
366,432,0.0,C14,0.0,1.0,12/01/19,11,1.0,187517.0,36.0,2097840.0,1.8181818181818181,1.0
367,433,0.0,C13,2.0,3.0,10/01/20,5,3.0,393280.0,37.0,1193290.0,1.6,1.0
368,434,1.0,C6,2.0,1.0,12/01/20,24,3.0,1979532.0,30.0,51680810.0,3.75,0.0
369,435,0.0,C22,0.0,1.0,05/01/19,5,1.0,317395.0,29.0,2759970.0,2.2,1.0
370,436,0.0,C24,2.0,1.0,09/01/19,9,4.0,1157310.0,28.0,25128430.0,3.0,1.0
371,438,1.0,C9,2.0,1.0,10/01/19,10,2.0,812060.0,43.0,6940080.0,2.5,1.0
372,439,0.0,C3,1.0,1.0,12/01/19,9,1.0,542214.0,27.0,2541360.0,2.111111111111111,1.0
373,440,0.0,C16,1.0,2.0,12/01/20,24,4.0,2715000.0,40.0,16391700.0,1.375,0.0
374,441,0.0,C6,2.0,3.0,12/01/20,7,3.0,569016.0,32.0,4732810.0,2.7142857142857144,0.0
375,442,0.0,C23,2.0,3.0,11/01/19,3,3.0,221799.0,32.0,0.0,1.0,1.0
376,443,1.0,C3,1.0,2.0,12/01/20,4,2.0,220432.0,31.0,0.0,1.0,1.0
377,444,0.0,C15,1.0,1.0,12/01/20,13,1.0,479128.0,32.0,2888690.0,1.6923076923076923,0.0
378,445,0.0,C8,0.0,2.0,01/01/19,1,2.0,33956.0,32.0,0.0,1.0,1.0
379,446,1.0,C22,0.0,3.0,12/01/20,10,3.0,508320.0,31.0,5081430.0,2.1,0.0
380,448,0.0,C10,1.0,2.0,12/01/20,24,4.0,1569336.0,37.0,30318780.0,2.125,0.0
381,449,0.0,C11,0.0,1.0,12/01/20,4,1.0,129864.0,25.0,184290.0,1.0,0.0
382,450,0.0,C20,2.0,1.0,12/01/20,24,3.0,1689960.0,30.0,22457270.0,3.0,0.0
383,451,1.0,C16,2.0,1.0,08/01/19,8,5.0,987120.0,41.0,0.0,1.0,1.0
384,452,0.0,C19,0.0,2.0,10/01/19,10,4.0,1044730.0,46.0,3363930.0,1.6,1.0
385,453,0.0,C12,2.0,4.0,12/01/20,18,4.0,2220498.0,37.0,23995570.0,2.3333333333333335,0.0
386,454,1.0,C17,2.0,1.0,10/01/19,3,1.0,136071.0,30.0,0.0,1.0,1.0
387,456,1.0,C26,1.0,2.0,08/01/20,2,2.0,90386.0,35.0,0.0,1.0,1.0
388,457,1.0,C5,1.0,2.0,12/01/20,2,2.0,109984.0,23.0,700000.0,2.0,0.0
389,458,1.0,C19,0.0,3.0,12/01/20,5,3.0,83745.0,31.0,400280.0,1.0,0.0
390,459,0.0,C12,2.0,3.0,12/01/20,2,3.0,134388.0,29.0,442730.0,1.0,0.0
391,460,1.0,C15,0.0,2.0,12/01/19,9,2.0,338175.0,29.0,3415470.0,1.8888888888888888,1.0
392,461,1.0,C8,0.0,2.0,10/01/20,7,2.0,375039.0,32.0,1126370.0,1.5714285714285714,1.0
393,462,0.0,C16,2.0,3.0,12/01/20,3,3.0,138417.0,35.0,359320.0,1.0,0.0
394,463,0.0,C24,1.0,1.0,02/01/19,2,1.0,94838.0,39.0,117860.0,1.0,1.0
395,464,0.0,C27,2.0,3.0,12/01/19,10,3.0,860720.0,34.0,1457350.0,1.3,1.0
396,465,1.0,C8,2.0,2.0,11/01/19,11,2.0,961818.0,35.0,4847980.0,2.0,1.0
397,466,1.0,C23,0.0,2.0,12/01/19,3,2.0,192537.0,23.0,0.0,1.0,1.0
398,467,0.0,C29,0.0,3.0,12/01/19,4,3.0,335704.0,32.0,0.0,1.0,1.0
399,469,0.0,C13,2.0,1.0,01/01/19,1,1.0,26067.0,31.0,0.0,1.0,1.0
400,470,0.0,C1,0.0,2.0,05/01/20,4,2.0,158640.0,31.0,0.0,1.0,1.0
401,471,0.0,C12,0.0,3.0,06/01/20,2,3.0,118636.0,38.0,0.0,1.0,1.0
402,472,1.0,C23,1.0,3.0,12/01/20,7,3.0,584003.0,39.0,1613030.0,1.4285714285714286,0.0
403,473,1.0,C16,1.0,1.0,02/01/19,2,1.0,124862.0,25.0,0.0,1.0,1.0
404,474,0.0,C10,1.0,1.0,01/01/19,1,1.0,45068.0,32.0,0.0,1.0,1.0
405,475,0.0,C11,1.0,1.0,05/01/19,5,1.0,213570.0,43.0,2119680.0,2.2,1.0
406,476,1.0,C16,0.0,2.0,12/01/20,10,2.0,229180.0,28.0,1220340.0,1.3,1.0
407,477,0.0,C19,1.0,1.0,05/01/19,5,1.0,146560.0,39.0,1410810.0,1.6,1.0
408,478,1.0,C20,1.0,2.0,12/01/19,5,2.0,195820.0,31.0,0.0,1.0,1.0
409,479,1.0,C20,2.0,1.0,02/01/19,2,1.0,45894.0,24.0,0.0,1.0,1.0
410,481,0.0,C12,2.0,1.0,12/01/19,13,1.0,888433.0,30.0,6644580.0,3.076923076923077,1.0
411,482,0.0,C10,1.0,1.0,12/01/19,21,2.0,1188831.0,45.0,11593960.0,2.2857142857142856,1.0
412,483,1.0,C16,1.0,3.0,12/01/20,8,3.0,1060464.0,42.0,10574260.0,2.875,0.0
413,484,1.0,C4,0.0,1.0,12/01/19,5,1.0,132810.0,29.0,0.0,1.0,1.0
414,486,1.0,C10,0.0,1.0,12/01/20,24,2.0,760176.0,40.0,10289970.0,1.875,1.0
415,487,0.0,C12,1.0,1.0,01/01/19,1,1.0,35091.0,39.0,0.0,1.0,1.0
416,488,0.0,C28,2.0,1.0,12/01/19,17,2.0,1372172.0,45.0,9979710.0,2.411764705882353,1.0
417,489,1.0,C12,2.0,1.0,12/01/19,12,1.0,593700.0,32.0,4258060.0,2.1666666666666665,1.0
418,491,0.0,C2,2.0,1.0,08/01/20,4,1.0,166552.0,26.0,0.0,1.0,1.0
419,492,1.0,C19,0.0,2.0,01/01/19,1,2.0,23107.0,36.0,0.0,1.0,1.0
420,493,0.0,C9,1.0,2.0,12/01/20,13,2.0,679991.0,28.0,4593470.0,1.9230769230769231,0.0
421,494,1.0,C16,1.0,3.0,12/01/20,10,3.0,1109640.0,36.0,13593340.0,3.0,0.0
422,496,0.0,C15,1.0,1.0,03/01/19,3,1.0,60510.0,24.0,250000.0,1.0,1.0
423,497,1.0,C16,1.0,2.0,12/01/20,7,2.0,455245.0,30.0,149040.0,1.0,1.0
424,498,0.0,C20,2.0,2.0,12/01/20,2,2.0,131142.0,31.0,0.0,1.0,0.0
425,499,0.0,C3,2.0,3.0,12/01/20,3,3.0,143004.0,43.0,0.0,1.0,0.0
426,500,0.0,C12,1.0,4.0,10/01/19,10,4.0,1031190.0,40.0,7596440.0,1.6,1.0
427,501,1.0,C16,0.0,3.0,12/01/20,8,3.0,775648.0,32.0,2207980.0,1.625,0.0
428,502,0.0,C5,1.0,2.0,12/01/19,6,2.0,299328.0,23.0,0.0,1.0,1.0
429,503,1.0,C21,0.0,1.0,06/01/19,6,1.0,255264.0,45.0,1787540.0,2.0,1.0
430,504,1.0,C15,1.0,2.0,09/01/19,9,2.0,446877.0,33.0,2193610.0,1.6666666666666667,1.0
431,505,0.0,C26,0.0,2.0,04/01/19,4,2.0,223216.0,25.0,115940.0,1.0,1.0
432,507,0.0,C6,1.0,1.0,12/01/19,15,2.0,438465.0,40.0,7165360.0,2.6,1.0
433,508,0.0,C21,1.0,2.0,12/01/20,1,2.0,48682.0,33.0,0.0,1.0,0.0
434,509,0.0,C8,0.0,3.0,12/01/20,6,3.0,552474.0,25.0,152640.0,1.0,0.0
435,510,1.0,C29,0.0,1.0,12/01/20,4,1.0,275004.0,28.0,0.0,1.0,0.0
436,511,0.0,C21,2.0,2.0,12/01/20,1,2.0,58130.0,34.0,0.0,1.0,0.0
437,512,1.0,C8,1.0,1.0,07/01/19,3,1.0,122331.0,43.0,0.0,1.0,1.0
438,513,1.0,C20,2.0,1.0,03/01/19,3,1.0,68379.0,35.0,580500.0,1.0,1.0
439,515,1.0,C29,0.0,2.0,06/01/20,3,2.0,32241.0,26.0,0.0,1.0,1.0
440,516,1.0,C29,0.0,1.0,12/01/20,17,1.0,698683.0,26.0,5225670.0,1.7058823529411764,0.0
441,517,1.0,C1,2.0,1.0,01/01/19,1,1.0,59796.0,51.0,0.0,1.0,1.0
442,518,1.0,C15,2.0,1.0,06/01/19,6,1.0,313194.0,45.0,1250680.0,1.5,1.0
443,519,0.0,C29,1.0,3.0,12/01/19,2,3.0,166506.0,36.0,0.0,1.0,1.0
444,520,1.0,C23,1.0,4.0,12/01/19,13,4.0,1286948.0,28.0,12922130.0,1.4615384615384615,1.0
445,521,0.0,C27,0.0,1.0,12/01/20,9,1.0,250938.0,35.0,4987200.0,3.0,0.0
446,522,0.0,C26,2.0,2.0,09/01/19,9,3.0,986868.0,36.0,4760130.0,2.3333333333333335,1.0
447,523,0.0,C9,0.0,3.0,12/01/20,8,3.0,248448.0,39.0,1027790.0,1.375,1.0
448,524,0.0,C17,1.0,3.0,12/01/20,5,3.0,414110.0,33.0,950000.0,1.6,0.0
449,525,0.0,C22,1.0,3.0,12/01/19,10,3.0,1067270.0,33.0,3570400.0,1.5,1.0
450,527,0.0,C23,1.0,3.0,12/01/19,14,4.0,1215522.0,35.0,11940020.0,1.6428571428571428,1.0
451,528,0.0,C10,0.0,2.0,09/01/20,7,2.0,357602.0,34.0,2256420.0,1.8571428571428572,1.0
452,529,1.0,C9,0.0,2.0,04/01/19,4,2.0,51736.0,32.0,181250.0,1.0,1.0
453,530,0.0,C28,2.0,1.0,05/01/20,3,1.0,93411.0,37.0,0.0,1.0,1.0
454,531,0.0,C8,2.0,2.0,12/01/20,4,2.0,272180.0,35.0,660480.0,1.75,0.0
455,532,0.0,C26,0.0,1.0,12/01/20,15,1.0,918645.0,37.0,5181790.0,2.0,0.0
456,533,0.0,C1,1.0,1.0,10/01/19,5,1.0,178655.0,36.0,200000.0,1.0,1.0
457,534,0.0,C10,0.0,3.0,12/01/20,2,3.0,175744.0,28.0,0.0,1.0,0.0
458,535,0.0,C27,1.0,1.0,12/01/19,23,4.0,1775186.0,39.0,17244320.0,1.7826086956521738,1.0
459,536,0.0,C26,2.0,1.0,12/01/19,6,1.0,210672.0,28.0,980720.0,1.5,1.0
460,537,1.0,C29,1.0,2.0,12/01/20,13,3.0,1022342.0,35.0,23376420.0,3.769230769230769,0.0
461,538,1.0,C23,1.0,1.0,12/01/20,14,1.0,415772.0,26.0,4507470.0,2.0714285714285716,0.0
462,539,0.0,C24,0.0,2.0,01/01/19,1,3.0,109296.0,36.0,0.0,1.0,1.0
463,540,0.0,C14,0.0,3.0,12/01/20,1,3.0,96233.0,29.0,0.0,1.0,0.0
464,541,0.0,C1,2.0,1.0,12/01/19,19,2.0,1364428.0,36.333333333333336,4883330.0,1.4210526315789473,1.0
465,542,0.0,C8,1.0,2.0,12/01/19,10,2.0,437200.0,44.0,2308640.0,1.3,1.0
466,543,0.0,C12,0.0,3.0,12/01/20,3,3.0,104379.0,29.0,0.0,1.0,0.0
467,544,0.0,C14,2.0,1.0,12/01/19,21,2.0,1057245.0,43.0,13721360.0,2.2857142857142856,1.0
468,545,1.0,C26,1.0,2.0,01/01/19,1,2.0,62542.0,29.0,0.0,1.0,1.0
469,546,1.0,C14,2.0,1.0,12/01/20,4,1.0,83972.0,36.0,195960.0,1.0,0.0
470,547,0.0,C19,0.0,2.0,12/01/20,4,2.0,138144.0,28.0,1252200.0,1.75,0.0
471,548,1.0,C20,2.0,3.0,12/01/20,5,3.0,276195.0,31.0,0.0,1.0,0.0
472,549,1.0,C2,1.0,1.0,01/01/19,1,1.0,20886.0,24.0,212640.0,1.0,1.0
473,550,0.0,C27,1.0,1.0,12/01/20,15,1.0,835050.0,36.0,5097450.0,2.0,0.0
474,551,0.0,C13,2.0,3.0,02/01/19,2,3.0,168962.0,43.0,236100.0,1.0,1.0
475,552,0.0,C13,1.0,3.0,12/01/20,14,3.0,912380.0,37.0,35969490.0,3.7142857142857144,0.0
476,553,0.0,C12,1.0,2.0,12/01/19,5,2.0,221365.0,32.0,0.0,1.0,1.0
477,554,0.0,C24,2.0,1.0,05/01/19,5,1.0,98245.0,36.0,577480.0,1.0,1.0
478,556,1.0,C8,2.0,1.0,12/01/20,24,2.0,1239792.0,36.0,20915380.0,3.125,0.0
479,558,1.0,C11,1.0,1.0,12/01/19,14,2.0,773682.0,39.0,6705230.0,2.0714285714285716,1.0
480,559,0.0,C27,0.0,1.0,12/01/20,5,1.0,221710.0,41.0,1722620.0,2.2,0.0
481,560,0.0,C19,2.0,3.0,12/01/20,24,4.0,3653616.0,42.0,41826510.0,2.5,0.0
482,561,0.0,C6,1.0,1.0,12/01/20,1,1.0,43855.0,28.0,0.0,1.0,0.0
483,562,1.0,C6,0.0,2.0,07/01/20,6,2.0,314790.0,29.0,0.0,1.0,1.0
484,563,1.0,C20,0.0,1.0,11/01/19,11,3.0,806949.0,35.0,3447760.0,1.5454545454545454,1.0
485,564,0.0,C1,2.0,1.0,04/01/19,4,1.0,125360.0,38.0,202500.0,1.0,1.0
486,565,0.0,C28,1.0,3.0,12/01/20,16,3.0,904688.0,37.0,8594640.0,2.3125,0.0
487,566,0.0,C10,2.0,1.0,12/01/19,20,1.0,1010080.0,37.0,7055630.0,2.35,1.0
488,568,0.0,C16,1.0,1.0,12/01/20,24,4.0,1354620.0,33.0,41667690.0,3.4583333333333335,0.0
489,569,1.0,C26,0.0,2.0,12/01/20,24,3.0,2681832.0,40.0,29530380.0,3.375,0.0
490,570,1.0,C19,2.0,1.0,12/01/20,12,1.0,455148.0,34.0,7429260.0,2.75,0.0
491,571,1.0,C3,2.0,3.0,12/01/20,6,3.0,574956.0,32.0,1277730.0,1.5,0.0
492,572,1.0,C2,0.0,2.0,07/01/20,6,2.0,191340.0,30.0,1682570.0,1.1666666666666667,1.0
493,573,0.0,C28,2.0,2.0,07/01/20,3,2.0,162078.0,27.0,0.0,1.0,1.0
494,574,0.0,C13,0.0,2.0,12/01/19,6,2.0,420864.0,40.0,381660.0,1.0,1.0
495,575,0.0,C25,2.0,1.0,12/01/20,1,1.0,39391.0,27.0,0.0,1.0,0.0
496,576,1.0,C22,0.0,3.0,10/01/20,6,3.0,410136.0,31.0,242560.0,1.0,1.0
497,577,1.0,C14,2.0,3.0,10/01/20,6,3.0,648546.0,29.0,158570.0,1.0,1.0
498,578,0.0,C29,1.0,2.0,01/01/19,1,2.0,46169.0,35.0,0.0,1.0,1.0
499,579,1.0,C5,2.0,1.0,07/01/19,7,2.0,493990.0,30.0,1583300.0,1.4285714285714286,1.0
500,580,1.0,C18,2.0,1.0,12/01/20,24,2.0,1234224.0,42.0,19649270.0,3.6666666666666665,0.0
501,581,0.0,C25,2.0,1.0,12/01/20,24,1.0,1263384.0,42.0,16475160.0,3.0,0.0
502,582,1.0,C10,2.0,2.0,12/01/20,14,3.0,677084.0,33.0,26819450.0,3.0,0.0
503,583,0.0,C11,0.0,2.0,12/01/20,5,2.0,299630.0,31.0,1828010.0,2.6,0.0
504,584,1.0,C1,0.0,2.0,03/01/19,3,3.0,154779.0,29.0,585630.0,1.0,1.0
505,585,1.0,C4,0.0,1.0,01/01/19,1,1.0,14989.0,41.0,0.0,1.0,1.0
506,587,1.0,C20,0.0,3.0,12/01/20,7,3.0,676760.0,34.0,6291840.0,3.142857142857143,0.0
507,588,1.0,C13,0.0,2.0,11/01/20,7,2.0,123620.0,28.0,1648010.0,1.4285714285714286,1.0
508,591,0.0,C7,2.0,3.0,12/01/20,3,3.0,302646.0,36.0,1395620.0,2.0,0.0
509,592,1.0,C20,1.0,1.0,12/01/20,24,2.0,1622976.0,42.0,9218380.0,1.75,0.0
510,593,0.0,C23,0.0,3.0,11/01/20,9,3.0,777024.0,39.0,4035480.0,2.4444444444444446,1.0
